img_idx,cat_idx,hallucination,is_positive,cat_name,dice_ce,dice,focal,l2,scaled_dice_ce,scaled_dice,scaled_focal,scaled_l2
12,1,True,True,train,1.5981523990631104,0.8444150686264038,0.2146586924791336,0.09719838947057724,1.6878373622894287,0.9367683529853821,0.22375890612602234,0.18820799887180328
13,0,False,True,sandwich,1.4203860759735107,0.7012662291526794,0.1928771734237671,0.09992657601833344,1.3554224967956543,0.6491740942001343,0.19175514578819275,0.15602050721645355
13,1,False,True,bowl,1.4902992248535156,0.7523640394210815,0.20395179092884064,0.04522723704576492,1.012601375579834,0.3174911141395569,0.18343032896518707,0.045502930879592896
14,0,False,True,person,1.635151982307434,0.8995124697685242,0.20166723430156708,0.01962256245315075,1.4916564226150513,0.7741822004318237,0.1951117366552353,0.04310546815395355
14,1,False,True,surfboard,1.6952242851257324,0.9600902795791626,0.20139701664447784,0.021398376673460007,1.6220340728759766,0.8976137638092041,0.20046168565750122,0.05243896320462227
15,0,False,True,laptop,1.4047887325286865,0.6650712490081787,0.20725809037685394,0.06150047481060028,0.9972403645515442,0.2993229031562805,0.19257919490337372,0.07511718571186066
15,1,True,True,tv,1.569372534751892,0.7785059213638306,0.24404729902744293,0.10343402624130249,1.508608102798462,0.6620465517044067,0.3174169361591339,0.30226561427116394
15,2,False,True,keyboard,1.6026334762573242,0.8207002282142639,0.2352936714887619,0.06478148698806763,1.5147509574890137,0.7115141153335571,0.2742431163787842,0.20270508527755737
16,0,False,True,car,1.3785974979400635,0.6280308961868286,0.21777530014514923,0.06762649863958359,1.2205380201339722,0.46273672580718994,0.24482490122318268,0.16339600086212158
16,1,False,True,truck,1.7647385597229004,0.9950427412986755,0.22604326903820038,0.049037910997867584,1.7724217176437378,0.9905916452407837,0.24899746477603912,0.1434350609779358
17,0,False,True,bus,1.4442670345306396,0.7673304080963135,0.16534797847270966,0.31707897782325745,1.5962789058685303,0.9082699418067932,0.17241781949996948,0.40146151185035706
17,1,False,True,person,1.5032930374145508,0.8010653257369995,0.17928487062454224,0.010449002496898174,1.2956922054290771,0.6006960868835449,0.17565858364105225,0.013824811205267906
18,0,False,True,cat,1.4238734245300293,0.7349540591239929,0.17338187992572784,0.2535999119281769,1.4974887371063232,0.813603937625885,0.1718144416809082,0.3237670958042145
18,1,False,True,keyboard,1.4049320220947266,0.6759092807769775,0.19993986189365387,0.07056143879890442,1.1029410362243652,0.3953905701637268,0.19924581050872803,0.10332763940095901
19,0,False,True,airplane,1.63956618309021,0.9082950353622437,0.1986287534236908,0.01731063611805439,1.5020244121551514,0.7853830456733704,0.19429147243499756,0.04134765639901161
19,1,False,True,person,1.6576001644134521,0.9565268158912659,0.1783367097377777,0.0022679909598082304,1.4431483745574951,0.7480640411376953,0.17504118382930756,0.0035375976003706455
20,0,False,True,zebra,1.2256652116775513,0.573001503944397,0.15701887011528015,0.2712695002555847,1.0211217403411865,0.3874393105506897,0.16634799540042877,0.3195532262325287
21,0,False,True,bed,1.494502305984497,0.7278863191604614,0.2271805703639984,0.09826064109802246,1.323303461074829,0.5329524874687195,0.2735992968082428,0.2300439476966858
21,1,False,True,chair,1.5126745700836182,0.7695904970169067,0.2074565887451172,0.030157575383782387,1.3045485019683838,0.5733425617218018,0.21091823279857635,0.08054931461811066
21,2,False,True,dining table,1.5471153259277344,0.8000451326370239,0.2104724645614624,0.03400620073080063,1.3749232292175293,0.636411190032959,0.21635986864566803,0.08903076499700546
22,0,False,True,bus,1.280324935913086,0.607130765914917,0.16806600987911224,0.24031876027584076,1.1962318420410156,0.5290660262107849,0.17549723386764526,0.3160058557987213
22,1,False,True,person,1.5885064601898193,0.8752736449241638,0.18610022962093353,0.011616487056016922,1.2937380075454712,0.5976585149765015,0.17665806412696838,0.014956054277718067
22,2,False,True,traffic light,1.6909408569335938,0.9704514741897583,0.1906013935804367,0.007211193908005953,1.4991596937179565,0.8010633587837219,0.1776951551437378,0.008828124962747097
23,0,False,True,bowl,1.3574631214141846,0.6839051842689514,0.1665361374616623,0.32114532589912415,1.464274287223816,0.7711724042892456,0.18482594192028046,0.45060303807258606
23,1,False,True,apple,1.596602439880371,0.8538630604743958,0.2067503184080124,0.09423062950372696,1.67600679397583,0.9567411541938782,0.1960953325033188,0.1393090784549713
24,0,False,True,person,1.4715468883514404,0.7288744449615479,0.20799459517002106,0.043510593473911285,1.1704926490783691,0.44611847400665283,0.20917633175849915,0.08624267578125
24,1,False,True,baseball bat,1.69502592086792,0.9714154601097107,0.1927790492773056,0.009371424093842506,1.5668742656707764,0.8642072081565857,0.18162088096141815,0.016127929091453552
25,0,False,True,dining table,1.3637168407440186,0.6981467008590698,0.16145305335521698,0.39119529724121094,1.5977939367294312,0.8943797945976257,0.1879369169473648,0.5768334865570068
25,1,False,True,cake,1.4658188819885254,0.7177199125289917,0.21255157887935638,0.07325741648674011,1.101316213607788,0.37915992736816406,0.21389982104301453,0.11204101890325546
25,2,False,True,wine glass,1.4247491359710693,0.6648985147476196,0.22283130884170532,0.058343615382909775,1.2811603546142578,0.5207118988037109,0.24273492395877838,0.15157470107078552
26,0,False,True,person,1.5806056261062622,0.8412429094314575,0.20421156287193298,0.02171572484076023,1.2977901697158813,0.585186779499054,0.192331463098526,0.04008300602436066
26,1,False,True,surfboard,1.6840925216674805,0.9435974359512329,0.20518815517425537,0.02446841634809971,1.5890681743621826,0.8660751581192017,0.19940367341041565,0.05052246153354645
27,0,False,True,person,1.5735414028167725,0.8442137241363525,0.19734640419483185,0.14937859773635864,1.7010750770568848,0.9952060580253601,0.1842123568058014,0.1959719955921173
27,1,False,True,tie,1.7798370122909546,0.991783618927002,0.23678068816661835,0.05016340687870979,1.7789231538772583,0.9856570363044739,0.25883325934410095,0.16327999532222748
28,0,False,True,dining table,1.3555717468261719,0.6877283453941345,0.16478680074214935,0.4075795114040375,1.4074876308441162,0.7075462341308594,0.19903221726417542,0.5575122237205505
28,1,False,True,cup,1.5395694971084595,0.7693530321121216,0.22814323008060455,0.0776396319270134,1.4062044620513916,0.626490592956543,0.25688230991363525,0.18995849788188934
28,2,False,True,person,1.5108131170272827,0.7549594640731812,0.21834351122379303,0.05279071256518364,1.353511095046997,0.6003270149230957,0.23169653117656708,0.12549561262130737
29,0,False,True,person,1.5426054000854492,0.8024483919143677,0.20536348223686218,0.03132908046245575,1.2452175617218018,0.5249266624450684,0.2012186199426651,0.06118164211511612
29,1,False,True,skis,1.7024786472320557,0.9641281962394714,0.20300421118736267,0.019307631999254227,1.6685701608657837,0.9350324273109436,0.2081158310174942,0.06655029207468033
30,0,False,True,person,1.6147468090057373,0.8719186782836914,0.20630474388599396,0.02407725341618061,1.3441271781921387,0.6278851628303528,0.19532090425491333,0.04575927555561066
30,1,False,True,skis,1.7541577816009521,0.9966950416564941,0.21685318648815155,0.03635222092270851,1.7411274909973145,0.9923484921455383,0.22076694667339325,0.08992431312799454
31,0,False,True,donut,1.4964268207550049,0.7368987798690796,0.22237779200077057,0.15308068692684174,1.5511455535888672,0.7265114784240723,0.29761627316474915,0.37583601474761963
31,1,False,True,banana,1.3403956890106201,0.6038129329681396,0.20897383987903595,0.10127238184213638,1.0634084939956665,0.34694403409957886,0.21959763765335083,0.16218799352645874
32,0,True,True,dining table,1.482957363128662,0.8093327879905701,0.16354411840438843,0.44476601481437683,1.6401712894439697,0.9433258771896362,0.17929185926914215,0.5483496189117432
32,1,False,True,cup,1.384582281112671,0.6725375652313232,0.18702661991119385,0.0462748259305954,1.0293048620224,0.34294044971466064,0.17593936622142792,0.050837401300668716
32,2,False,True,knife,1.4061775207519531,0.6799373626708984,0.1971224993467331,0.0344708152115345,1.071169376373291,0.3624088168144226,0.19553962349891663,0.058710936456918716
33,0,False,True,person,1.508984923362732,0.7951242923736572,0.1888914704322815,0.25635382533073425,1.627952218055725,0.9196634292602539,0.18878479301929474,0.34259033203125
33,1,False,True,bottle,1.6804087162017822,0.9247490763664246,0.21473373472690582,0.030180498957633972,1.5208228826522827,0.7892422080039978,0.2076275795698166,0.06834960728883743
33,2,False,True,handbag,1.7820885181427002,0.9846161007881165,0.24379034340381622,0.059387195855379105,1.7852195501327515,0.9659729599952698,0.28140008449554443,0.20556640625
34,0,False,True,boat,1.7100117206573486,0.9352669715881348,0.22941908240318298,0.052449196577072144,1.682401180267334,0.8896011114120483,0.2600257098674774,0.1670919954776764
34,1,False,True,bird,1.7173060178756714,0.9884986281394958,0.1962229460477829,0.01203890796750784,1.636056900024414,0.9330165386199951,0.1818220168352127,0.016491999849677086
35,0,False,True,person,1.38782799243927,0.6942119598388672,0.17694135010242462,0.20514848828315735,1.5274925231933594,0.8368142247200012,0.17619222402572632,0.2966870069503784
35,1,False,True,toilet,1.5143799781799316,0.7742356061935425,0.20567409694194794,0.0733027532696724,1.2895904779434204,0.5795935392379761,0.19413532316684723,0.10326416045427322
35,2,False,True,sink,1.6463390588760376,0.9016953706741333,0.20714311301708221,0.020654823631048203,1.4561773538589478,0.7392950057983398,0.19482870399951935,0.04291015490889549
36,0,False,True,person,1.5577616691589355,0.8447366952896118,0.18639607727527618,0.007317498791962862,1.2723784446716309,0.5727002620697021,0.17973661422729492,0.013664551079273224
36,1,False,True,backpack,1.6802878379821777,0.9661868810653687,0.18714885413646698,0.009005675092339516,1.6011810302734375,0.8979992270469666,0.1820051372051239,0.016765136271715164
36,2,False,True,skis,1.7201476097106934,0.9980181455612183,0.19236953556537628,0.012271585874259472,1.7007560729980469,0.9941815137863159,0.18474319577217102,0.02169189415872097
37,0,False,True,bowl,1.3423709869384766,0.6901754140853882,0.15666575729846954,0.5074002146720886,1.312013864517212,0.6454655528068542,0.17964722216129303,0.6104249358177185
37,1,False,True,broccoli,1.169174313545227,0.4656170606613159,0.184684157371521,0.02708582766354084,0.891922652721405,0.204581618309021,0.18278712034225464,0.0429188571870327
38,0,False,True,person,1.4102205038070679,0.6921795606613159,0.19165748357772827,0.08444961905479431,1.213478446006775,0.5197685956954956,0.18303096294403076,0.11580078303813934
38,1,False,True,skateboard,1.5774328708648682,0.8433359265327454,0.20014408230781555,0.027966976165771484,1.1263256072998047,0.42496150732040405,0.1842355877161026,0.03366699069738388
39,0,False,True,banana,1.478939414024353,0.7831001281738281,0.17676816880702972,0.25023138523101807,1.697929859161377,1.0,0.17736345529556274,0.3340991139411926
39,1,False,True,cup,1.4368646144866943,0.7199399471282959,0.18934427201747894,0.01851588673889637,0.9974933862686157,0.30463898181915283,0.17725175619125366,0.02132324129343033
39,2,False,True,keyboard,1.586806297302246,0.8533446788787842,0.2003331333398819,0.01847957819700241,1.433492660522461,0.7155914306640625,0.19595254957675934,0.04549316316843033
40,0,False,True,dining table,1.3479862213134766,0.7010052800178528,0.1510729044675827,0.50556480884552,1.49090576171875,0.8080556392669678,0.17839615046977997,0.6751239895820618
40,1,False,True,carrot,1.5985913276672363,0.8330456614494324,0.22279171645641327,0.052279334515333176,1.4296866655349731,0.6723991632461548,0.23344255983829498,0.12996399402618408
40,2,False,True,broccoli,1.561168909072876,0.8205390572547913,0.20505036413669586,0.02746940217912197,1.242911696434021,0.5294016599655151,0.1944441944360733,0.04937199875712395
41,0,False,True,person,1.3833833932876587,0.6466959118843079,0.207485169172287,0.10620300471782684,1.1210191249847412,0.4113534688949585,0.20649966597557068,0.15440399944782257
41,1,False,True,couch,1.6618726253509521,0.8798696994781494,0.2338084876537323,0.0670708492398262,1.4882316589355469,0.7167396545410156,0.24535632133483887,0.15455199778079987
41,2,False,True,remote,1.76766037940979,0.9851463437080383,0.2335980385541916,0.04995214194059372,1.780781865119934,0.9861596822738647,0.25998494029045105,0.16587600111961365
42,0,False,True,person,1.3459224700927734,0.6521338224411011,0.1808820217847824,0.25290021300315857,1.3083739280700684,0.6042031049728394,0.20357003808021545,0.3682202100753784
42,1,False,True,dining table,1.640127182006836,0.860113263130188,0.23406995832920074,0.06266744434833527,1.58766770362854,0.7872974276542664,0.2691200375556946,0.18966063857078552
42,2,False,True,tie,1.7178171873092651,0.9468406438827515,0.22593633830547333,0.04685996472835541,1.6170692443847656,0.8597936630249023,0.22951801121234894,0.11108886450529099
43,0,False,True,person,1.3933637142181396,0.7212139964103699,0.16373752057552338,0.340618371963501,1.5588281154632568,0.8695008754730225,0.17605406045913696,0.4634741246700287
43,1,False,True,tie,1.6062390804290771,0.8561187982559204,0.21157120168209076,0.06045341491699219,1.5385490655899048,0.8123185038566589,0.2035771906375885,0.10448486357927322
44,0,False,True,couch,1.3866722583770752,0.6316695213317871,0.22358353435993195,0.11462424695491791,1.2931671142578125,0.48586082458496094,0.29684287309646606,0.28644800186157227
44,1,False,True,chair,1.4396357536315918,0.6872560977935791,0.216234028339386,0.04540005698800087,1.255906581878662,0.5133959054946899,0.22457991540431976,0.11229199916124344
44,2,False,True,tv,1.710129976272583,0.9032306671142578,0.25290220975875854,0.07977256923913956,1.7666665315628052,0.8907897472381592,0.33229461312294006,0.30616798996925354
45,0,False,True,person,1.4317398071289062,0.7052768468856812,0.1964789628982544,0.02969721518456936,1.048254370689392,0.3467702865600586,0.18752624094486237,0.04373050853610039
45,1,False,True,surfboard,1.5652892589569092,0.8200035095214844,0.2088746726512909,0.0286577045917511,1.4351814985275269,0.6969454884529114,0.21487882733345032,0.08388600498437881
46,0,True,True,tv,1.3374154567718506,0.6329479217529297,0.18931497633457184,0.2249068021774292,1.2546474933624268,0.5421380996704102,0.21448218822479248,0.33763182163238525
46,1,False,True,cat,1.450700044631958,0.7395851612091064,0.18670764565467834,0.14707940816879272,1.5019865036010742,0.8078246116638184,0.17832092940807343,0.20239990949630737
46,2,False,True,laptop,1.4398874044418335,0.6960890293121338,0.20968742668628693,0.0646609365940094,1.1473016738891602,0.4336109161376953,0.20214149355888367,0.10029052942991257
47,0,False,True,person,1.484238624572754,0.7572261691093445,0.19774557650089264,0.15291041135787964,1.531308650970459,0.8236851692199707,0.18969500064849854,0.2195092737674713
47,1,False,True,scissors,1.743753433227539,0.9548627734184265,0.23798859119415283,0.06068200245499611,1.7291243076324463,0.9289174675941467,0.2657720446586609,0.1853662133216858
47,2,False,True,handbag,1.7702898979187012,0.9853383898735046,0.23564009368419647,0.056970711797475815,1.7819161415100098,0.9874823689460754,0.25980839133262634,0.1690991222858429
48,0,False,True,bus,1.37864089012146,0.6857950687408447,0.1770363599061966,0.2134169340133667,1.3988232612609863,0.7147728204727173,0.17543664574623108,0.28662109375
48,1,False,True,person,1.6099529266357422,0.8966886401176453,0.1858995407819748,0.009914673864841461,1.3195645809173584,0.6252753734588623,0.17483559250831604,0.011088866740465164
48,2,False,True,car,1.685382604598999,0.963171660900116,0.19179996848106384,0.008024691604077816,1.4727853536605835,0.7746418714523315,0.17776843905448914,0.008845214731991291
49,0,False,True,person,1.3897478580474854,0.6712210178375244,0.19110754132270813,0.023775095120072365,0.9351118206977844,0.24237912893295288,0.18024718761444092,0.027021484449505806
49,1,False,True,cell phone,1.704533338546753,0.9836140275001526,0.19138017296791077,0.010568184778094292,1.66144597530365,0.9546164274215698,0.1850416511297226,0.022390136495232582
50,0,False,True,person,1.3797577619552612,0.6498456001281738,0.20379638671875,0.13893014192581177,1.2173233032226562,0.49628520011901855,0.21608051657676697,0.21640868484973907
50,1,False,True,surfboard,1.531597375869751,0.7567005157470703,0.23369237780570984,0.1036161258816719,1.4520347118377686,0.6319034695625305,0.29506930708885193,0.26847413182258606
50,2,False,True,bottle,1.6893150806427002,0.9505909085273743,0.20320576429367065,0.018869657069444656,1.5143868923187256,0.8052535057067871,0.1874963641166687,0.027841797098517418
51,0,False,True,airplane,1.363905429840088,0.653731107711792,0.18623919785022736,0.059605326503515244,1.0345947742462158,0.3526808023452759,0.1741608828306198,0.06574706733226776
52,0,False,True,toilet,1.4779828786849976,0.7443281412124634,0.20422767102718353,0.1438605934381485,1.5166378021240234,0.7674312591552734,0.22776532173156738,0.2550880014896393
53,0,False,True,person,1.4877827167510986,0.766610324382782,0.1921195536851883,0.05383087322115898,1.4525269269943237,0.754315197467804,0.17981837689876556,0.07852539420127869
53,1,False,True,skis,1.7369446754455566,0.985852062702179,0.21160432696342468,0.02722647227346897,1.695172905921936,0.9531368017196655,0.21530015766620636,0.08004394173622131
54,0,False,True,person,1.580796480178833,0.8225768804550171,0.21789951622486115,0.05507371947169304,1.3050040006637573,0.5731303691864014,0.21250881254673004,0.09631835669279099
54,1,False,True,tennis racket,1.7135496139526367,0.9755321741104126,0.2025153934955597,0.017228510230779648,1.6473655700683594,0.9306954145431519,0.19358782470226288,0.038818359375
55,0,False,True,bowl,1.3697655200958252,0.6394671201705933,0.20524848997592926,0.1464451253414154,1.227912425994873,0.48308342695236206,0.24143844842910767,0.26008546352386475
55,1,False,True,spoon,1.6778538227081299,0.8949003219604492,0.23531925678253174,0.05717851221561432,1.6758735179901123,0.8640196323394775,0.27721264958381653,0.2011376917362213
56,0,False,True,sheep,1.3301583528518677,0.6268417835235596,0.18667097389698029,0.18464460968971252,1.2297568321228027,0.539028525352478,0.19076594710350037,0.2638818323612213
57,0,False,True,banana,1.3496688604354858,0.6577465534210205,0.17659097909927368,0.1702895313501358,1.417495846748352,0.7134879231452942,0.1919586956501007,0.27074217796325684
58,0,False,True,train,1.4014058113098145,0.674430787563324,0.20050360262393951,0.13556629419326782,1.2420884370803833,0.5251657366752625,0.20992107689380646,0.20906494557857513
58,1,False,True,person,1.6910582780838013,0.9557900428771973,0.2003394067287445,0.014805402606725693,1.454329490661621,0.7520016431808472,0.18162302672863007,0.017885742709040642
58,2,False,True,truck,1.6385514736175537,0.9290185570716858,0.18362925946712494,0.005601929500699043,1.2931180000305176,0.5981523990631104,0.1752045601606369,0.0063232420943677425
59,0,False,True,sink,1.7300918102264404,0.9509907960891724,0.2321254312992096,0.05192464962601662,1.722042441368103,0.928333580493927,0.26011523604393005,0.16609375178813934
60,0,False,True,person,1.6486709117889404,0.9123491644859314,0.20180118083953857,0.01769094541668892,1.5243974924087524,0.8076738119125366,0.19422884285449982,0.041010741144418716
60,1,False,True,surfboard,1.7228065729141235,0.9815617799758911,0.2053809016942978,0.023218922317028046,1.67609703540802,0.9542948007583618,0.19790653884410858,0.04689697176218033
61,0,False,True,person,1.4038512706756592,0.6758698225021362,0.2001039981842041,0.11174270510673523,1.222496747970581,0.5147920250892639,0.19940884411334991,0.1680240035057068
61,1,False,True,bench,1.7756285667419434,0.9668727517127991,0.2549790143966675,0.08820470422506332,1.8074994087219238,0.9472164511680603,0.3170751929283142,0.27420398592948914
61,2,False,True,baseball glove,1.7412443161010742,0.9735597372055054,0.22373366355895996,0.0414932556450367,1.7519546747207642,0.9665312767028809,0.25239327549934387,0.15039999783039093
62,0,False,True,orange,1.5870583057403564,0.8513094186782837,0.20147840678691864,0.09416648745536804,1.6700189113616943,0.9653790593147278,0.1834660768508911,0.12336000055074692
62,1,False,True,apple,1.629044771194458,0.8797540664672852,0.2110876739025116,0.10840053111314774,1.6916385889053345,0.9522354602813721,0.21348950266838074,0.17830799520015717
63,0,True,True,truck,1.7003018856048584,0.9569820165634155,0.20565572381019592,0.018221640959382057,1.4618866443634033,0.757055401802063,0.18385042250156403,0.021743163466453552
63,1,True,True,bus,1.7545788288116455,0.9868007302284241,0.2226741462945938,0.035300206393003464,1.6984436511993408,0.955131471157074,0.2163810282945633,0.08211425691843033
63,2,False,True,car,1.7414650917053223,0.9902952313423157,0.21090511977672577,0.022372255101799965,1.6556051969528198,0.9432715773582458,0.18980814516544342,0.03207031264901161
64,0,False,True,person,1.2379623651504517,0.5453593134880066,0.18432867527008057,0.18237914144992828,1.0843861103057861,0.39284032583236694,0.208984375,0.2769320011138916
64,1,False,True,tv,1.5653200149536133,0.7911161184310913,0.22983390092849731,0.05862543731927872,1.4088878631591797,0.6377177238464355,0.2474089115858078,0.15481999516487122
64,2,True,True,dining table,1.6049613952636719,0.8353893160820007,0.22593726217746735,0.0560886487364769,1.4013545513153076,0.6535167694091797,0.22517356276512146,0.11476799845695496
65,0,False,True,person,1.3163018226623535,0.636282742023468,0.17094552516937256,0.23859329521656036,1.3570585250854492,0.674166202545166,0.17917101085186005,0.34946534037590027
65,1,False,True,cell phone,1.770869493484497,0.9911028742790222,0.23197585344314575,0.04958248510956764,1.759621500968933,0.9788015484809875,0.2482856810092926,0.1424877941608429
66,0,False,True,toilet,1.6413555145263672,0.8916605710983276,0.21114479005336761,0.027266960591077805,1.5412039756774902,0.8035881519317627,0.21283239126205444,0.07753174006938934
67,0,False,True,elephant,1.3552777767181396,0.6504472494125366,0.1878325343132019,0.2016809582710266,1.257755160331726,0.5568487048149109,0.19939695298671722,0.28291746973991394
67,1,False,True,person,1.429845929145813,0.7149523496627808,0.1911570131778717,0.17243961989879608,1.353979229927063,0.654342532157898,0.18920257687568665,0.2270165979862213
68,0,False,True,person,1.366071343421936,0.669850766658783,0.1792750358581543,0.18380481004714966,1.3870246410369873,0.6959666609764099,0.18159157037734985,0.26662352681159973
68,1,False,True,frisbee,1.5312066078186035,0.7571929097175598,0.2317095547914505,0.07544160634279251,1.4813623428344727,0.6636209487915039,0.29009801149368286,0.24168212711811066
69,0,False,True,person,1.433953881263733,0.726263701915741,0.18299345672130585,0.024749942123889923,1.2619054317474365,0.5716862678527832,0.17284904420375824,0.03172607347369194
69,1,False,True,umbrella,1.527456521987915,0.8097774982452393,0.18962855637073517,0.020725660026073456,1.2114741802215576,0.5129125118255615,0.18019872903823853,0.02792968787252903
69,2,False,True,truck,1.6368602514266968,0.9062933921813965,0.1977439820766449,0.014617708511650562,1.379289150238037,0.673029899597168,0.18550989031791687,0.024875488132238388
70,0,False,True,elephant,1.3703546524047852,0.6883819103240967,0.17078933119773865,0.2786267399787903,1.4475512504577637,0.7624400854110718,0.1768152266740799,0.38466551899909973
71,0,False,True,person,1.5440226793289185,0.8170851469039917,0.1957993358373642,0.01596653275191784,1.27620267868042,0.5662218928337097,0.1900409311056137,0.036259766668081284
71,1,False,True,surfboard,1.6481883525848389,0.9116106033325195,0.2032937854528427,0.026098856702446938,1.5813368558883667,0.8542486429214478,0.20307107269763947,0.05775146558880806
72,0,False,True,horse,1.5536717176437378,0.7998064160346985,0.21585319936275482,0.04544033110141754,1.3878934383392334,0.6350471377372742,0.22999170422554016,0.1169116199016571
72,1,False,True,person,1.6192296743392944,0.8569948673248291,0.22079861164093018,0.04491645470261574,1.5209754705429077,0.7529163360595703,0.24097858369350433,0.1350415050983429
